name,good,good_tfidf,normal,normal_tfidf,bad,bad_tfidf
西門日記 - 六福館 (Diary of Ximen Hotel II-Liu Fu Branch)_房間,"['大街', '靠近', '家庭', '生活', '西門町', '地點', '乾淨', '選擇', '旅遊', '周邊', '房間', '機能', '質疑', '包車', '接送', '柜台', '對比', '四樓', '環境', '樂於']","[0.33512121 0.24242358 0.19628983 0.18979943 0.17835974 0.17423638
 0.16567238 0.16558818 0.157835   0.15588022 0.15499897 0.15212434
 0.14933812 0.14933812 0.14933812 0.14933812 0.14933812 0.14283424
 0.13869306 0.13733528]","['房間', '廣播', '早餐', '便宜', '浴缸', '不錯', '日記', '人員', '隔音', '系統', '火災', '比較', '酒店', '西門町', '浴室', '乾淨', '入住', '問卷', '樣樣', '小童']","[0.3673627  0.17415351 0.16701368 0.15218111 0.14806878 0.13674242
 0.12023622 0.11402777 0.10963693 0.10826455 0.10716034 0.10481992
 0.10162329 0.09940612 0.09736232 0.09661805 0.09143087 0.08707676
 0.08707676 0.08707676]","['房間', '煙味', '複雜', '大樓', '場所', '出入', '隔音', '浴室', '樓下', '西門', '蟑螂', '沒有', '感覺', '進去', '飯店', '地板', '優點', '不錯', '聲音', '冷氣']","[0.44878433 0.23105369 0.20579818 0.17303754 0.15094301 0.14433445
 0.13025879 0.12236751 0.10689897 0.09715007 0.09520191 0.09101121
 0.09024085 0.08997939 0.08946391 0.08691661 0.08508237 0.08403134
 0.08399561 0.08293946]"
台北凱撒大飯店 (Caesar Park Hotel)_房間,"['房間', '飯店', '入住', '環境', '出來', '牽車', '扳照', '手動', '親朋', '後鏡', '生氣', '房務', '便利', '台北', '超佳', '乾乾淨淨', '垃垃', '凱撒大', '東路', '不用']","[0.20604148 0.20191349 0.1932487  0.17558657 0.15452667 0.1382668
 0.1382668  0.1382668  0.1382668  0.1382668  0.1382668  0.13752826
 0.13696903 0.12813805 0.12727987 0.12727987 0.12727987 0.12727987
 0.12727987 0.12627541]","['房間', '飯店', '車站', '交通', '台北', '選擇', '位置', '入住', '沒有', '老舊', '浴室', '連接', '地點', '便利', '不錯', '紅茶', '火車站', '舒適', '空間', '八達']","[0.36408114 0.18174941 0.15699278 0.15529268 0.13866365 0.1222609
 0.11886576 0.11746277 0.11648111 0.11392429 0.1125747  0.10650688
 0.10628213 0.10496154 0.09486466 0.0926817  0.09138796 0.08937132
 0.08723565 0.08700534]","['房間', '入住', '飯店', '設施', '浴室', '櫃檯', '沒有', '凱撒', '優勢', '服務員', '異味', '道歉', '地點', '翻新', '老舊', '台北', '酒店', '聲音', '水果', '裝潢']","[0.30883113 0.21739423 0.18053218 0.14881363 0.14162129 0.1217566
 0.11883528 0.11548086 0.11233003 0.11176935 0.10945354 0.10379656
 0.10230317 0.09927607 0.09754711 0.09501416 0.09378053 0.09258267
 0.08922296 0.08918431]"
台北凱達大飯店 (Caesar Metro Taipei)_房間,"['飯店', '房間', '萬華', '入住', '舒適', '乾淨', '龍山寺', '服務', '車站', '交通', '星級', '停車塔', '推薦', '環境', '因為', '取車', '泳池', '整潔', '人員', '超棒']","[0.39028565 0.29309529 0.21607392 0.20374754 0.19161998 0.18059566
 0.15383773 0.12686025 0.11995537 0.11923021 0.10344711 0.10168184
 0.10034767 0.09461988 0.0901624  0.08897161 0.08637054 0.08451884
 0.08420625 0.08232541]","['房間', '飯店', '龍山寺', '萬華', '乾淨', '停車塔', '浴室', '入住', '服務', '不錯', '舒適', '人員', '泳池', '空間', '火車站', '酒店', '隔音', '捷運站', '環境', '沒有']","[0.35924657 0.31239173 0.18713262 0.1810588  0.16385263 0.147975
 0.14512044 0.14267286 0.13484322 0.12561182 0.11520888 0.11330708
 0.10026109 0.0999607  0.09773745 0.09617238 0.09587071 0.09110363
 0.08942899 0.08809164]","['房間', '飯店', '電梯', '入住', '浴室', '停車塔', '沒有', '人員', '我們', '有點', '浴缸', '分鐘', '隔音', '櫃檯', '小時', '樓層', '萬華', '廁所', '服務', '健身房']","[0.27980426 0.26164904 0.22620917 0.18762832 0.16553624 0.13741623
 0.1315918  0.11662864 0.11087238 0.10936894 0.10903989 0.10343985
 0.10016226 0.09737485 0.09442206 0.09226896 0.09079894 0.08998041
 0.08819631 0.08131256]"
Hotel PaPa Whale_房間,"['房間', '工業風', '入住', '舒適', '乾淨', '沒有', '環境', '火鍋', '西門町', '風格', '不錯', '舒服', '設計', '裝潢', '喜歡', '雖然', '颱風', '隔音', '早餐', '飯店']","[0.37305195 0.19957068 0.19408979 0.15646036 0.15046821 0.1433247
 0.13436251 0.12972598 0.12959298 0.12479307 0.11960586 0.11707689
 0.1161404  0.11325976 0.11103558 0.11024977 0.10850639 0.10429911
 0.09991267 0.09656776]","['房間', '工業風', '飯店', '隔音', '不錯', '設計', '火鍋', '工業', '空間', '環境', '特色', '早餐', '風格', '入住', '裝潢', '乾淨', '西門町', '舒適', '隔壁', '整體']","[0.48016927 0.22927253 0.16837509 0.16441431 0.1537968  0.15311703
 0.15284835 0.1372336  0.13565589 0.1355655  0.12699454 0.12628131
 0.12584366 0.12242147 0.12135955 0.11643017 0.11180395 0.10349348
 0.10338009 0.10251417]","['房間', '隔音', '地下室', '聲音', '飯店', '工業風', '迷宮', '沒有', '我們', '聽到', '隔壁', '空間', '工業', '感覺', '火鍋', '浴室', '人員', '入住', '退房', '半夜']","[0.4843887  0.22608786 0.1583033  0.14296567 0.1396921  0.13648115
 0.1332148  0.13284018 0.10954765 0.10635028 0.10047324 0.10042142
 0.09463061 0.0915884  0.09098744 0.08999624 0.08876965 0.08776445
 0.0869454  0.08602895]"
怡品商旅 (Eastin-Taipei Hotel)_房間,"['房間', '乾淨', '單人房', '衛浴', '女性', '單人', '冷氣', '整潔', '住宿', '風機', '共用', '公共', '歐舒丹', '東區', '獨立', '空間', '選擇', '地點', '服務', '毛巾']","[0.27611623 0.25971434 0.21352413 0.17084924 0.17026046 0.15658413
 0.13819362 0.13535851 0.13485788 0.13046117 0.12431118 0.12375346
 0.12213403 0.11782298 0.11335893 0.10911628 0.10225971 0.09932348
 0.09868211 0.0962891 ]","['房間', '乾淨', '單人房', '忠孝', '送到', '出口', '隔音', '交通', '共用', '商辦', '位置', '地點', '聲音', '舒適', '隔壁', '浴室', '服務', '衛浴', '旅館', '設備']","[0.38239894 0.26752325 0.18526064 0.16173769 0.14936381 0.14240186
 0.13580803 0.1355033  0.12675291 0.11681369 0.11576646 0.11386203
 0.10682769 0.10560128 0.0978417  0.09754685 0.09613198 0.08754605
 0.08717742 0.08662299]","['房間', '套房', '聲音', '雙人', '商旅', '結果', '房客', '更換', '樑柱', '建議', '化妝', '隔音', '總機', '安全性', '房卡', '沒有', '入住', '問題', '清潔', '洗完']","[0.29771968 0.1928032  0.14025257 0.13545462 0.13516297 0.13510443
 0.11220205 0.11127509 0.11041447 0.10678268 0.10482692 0.10150047
 0.10026156 0.10026156 0.0983228  0.09819403 0.09686128 0.09535142
 0.09334794 0.09305795]"
板橋凱撒大飯店 (Caesar Park Hotel Banqiao)_房間,"['房間', '板橋', '乾淨', '舒適', '飯店', '泳池', '服務', '整潔', '住宿', '超棒', '入住', '環境', '頂樓', '空間', '寬敞', '舒服', '人員', '車站', '浴缸', '浴室']","[0.40540291 0.24768116 0.24374219 0.23858608 0.23536817 0.22036881
 0.15314482 0.13892034 0.13259114 0.13133522 0.12892245 0.12847555
 0.12246216 0.12069249 0.11671933 0.11589836 0.11417571 0.11018099
 0.10192696 0.09680664]","['房間', '飯店', '泳池', '板橋', '舒適', '浴室', '人員', '沒有', '乾淨', '我們', '服務', '入住', '頂樓', '不錯', '位置', '浴缸', '停車場', '住宿', '因為', '空間']","[0.3959798  0.35426031 0.21024572 0.18828305 0.15512683 0.15055583
 0.14256176 0.12727574 0.11952395 0.11928286 0.11905846 0.11765268
 0.10326463 0.09837725 0.09593511 0.0857403  0.08451774 0.08392107
 0.08375384 0.08227026]","['飯店', '房間', '人員', '沒有', '入住', '櫃檯', '服務', '泳池', '加強', '五星級', '浴室', '嬰兒', '位置', '游泳池', '打電話', '無法', '板橋', '雙人', '星級', '我們']","[0.30950456 0.28169503 0.19598888 0.18581754 0.15885612 0.1357378
 0.13191998 0.12868258 0.11094015 0.10020667 0.09773743 0.09754121
 0.09660326 0.09358733 0.09007373 0.08926186 0.08705954 0.08544255
 0.08510041 0.08319622]"
兄弟大飯店 (Brother Hotel)_房間,"['飯店', '房間', '乾淨', '交通', '舒適', '早餐', '巨蛋', '餐廳', '捷運站', '選擇', '服務', '旁邊', '整潔', '好吃', '老牌', '住宿', '人員', '單人', '推薦', '安靜']","[0.39070876 0.34716433 0.20292917 0.18756488 0.18756488 0.16683008
 0.15995898 0.15096341 0.14436967 0.1236273  0.11974076 0.1130537
 0.11196573 0.11053304 0.11009819 0.10723564 0.10092766 0.09787827
 0.09772295 0.09185517]","['飯店', '房間', '乾淨', '服務', '兄弟', '地點', '舒適', '交通', '早餐', '人員', '捷運站', '選擇', '巨蛋', '便利', '浴室', '親切', '整潔', '沒有', '餐廳', '入住']","[0.4607358  0.39541707 0.20818734 0.20305619 0.18764789 0.15922822
 0.15920208 0.14404478 0.13697551 0.13650048 0.11413295 0.10424142
 0.10074349 0.095884   0.08741293 0.08578923 0.0857242  0.08086955
 0.08066461 0.07725893]","['兄弟', '房間', '飯店', '交通', '位置', '便利', '臉台', '入住', '臭味', '舒適', '座位', '隔音', '早餐', '選擇', '乾淨', '老舊', '天花板', '拿來', '捷運站', '整體']","[0.33283206 0.33097357 0.30728525 0.23286634 0.16570169 0.16080699
 0.15622376 0.15075233 0.15047977 0.14858616 0.12038382 0.10052804
 0.10017631 0.10010982 0.09864909 0.0871175  0.08387978 0.08320802
 0.08168792 0.07840596]"
臺北摩莎精品旅店 (Taipei M Hotel - Main Station)_房間,"['房間', '車站', '台北', '西門町', '大型', '鄰近', '櫃檯', '提早', '實在', '不錯', '位置', '飯店', '青旅', '安排', '火車站', '價格', '乾淨', '入住', '整潔', '體驗']","[0.35622664 0.20382273 0.19044565 0.17259604 0.15221514 0.12229364
 0.11746731 0.11429121 0.11429121 0.11378205 0.10994588 0.10717667
 0.10658833 0.10658833 0.10226771 0.1011471  0.10019917 0.09847426
 0.09674818 0.09355603]","['房間', '不錯', '車站', '西門町', '乾淨', '沒有', '窗戶', '台北', '隔音', '入住', '服務', '位置', '旅店', '地點', '早餐', '整潔', '飲料', '有點', '飯店', '舒適']","[0.50437317 0.20326142 0.1565907  0.13757217 0.13371364 0.13167382
 0.13061797 0.1229409  0.11801299 0.11716193 0.11592714 0.11496856
 0.11313259 0.09187527 0.09064196 0.08914243 0.08600018 0.08520071
 0.08308847 0.08171389]","['房間', '隔音', '沒有', '訊號', '設備', '櫃檯', '煙味', '手機', '飯店', '不錯', '窗戶', '酒店', '地點', '發現', '浴室', '房型', '冷氣', '乾淨', '住宿', '入住']","[0.49384836 0.19559102 0.15768293 0.13181502 0.12268372 0.12151465
 0.10596594 0.1025228  0.10134755 0.0992658  0.0971629  0.0947641
 0.09332566 0.09011967 0.08833741 0.08305959 0.0821132  0.08120338
 0.08051392 0.07896787]"
富裕自由商旅 - 忠孝館 (RF Hotel)_房間,"['房間', '乾淨', '客服', '服務', '人員', '我們', '態度', '相當', '櫃檯', '不錯', '早餐', '推推', '實在', '商旅', '環境', '不論', '時候', '超棒', '真的', '捷運']","[0.26465995 0.20206054 0.18237767 0.17884232 0.17586738 0.17504032
 0.16930452 0.15400141 0.14805205 0.13767098 0.13417059 0.12158511
 0.11523919 0.11523919 0.11277033 0.10747242 0.09924463 0.09501902
 0.08970872 0.08970872]","['房間', '乾淨', '不錯', '位置', '交通', '隔音', '舒適', '整潔', '價格', '迷你房', '入住', '便利', '服務', '粵軒', '環境', '雖然', '早餐', '空間', '人員', '整體']","[0.53867587 0.2740277  0.17729293 0.15903826 0.1423229  0.13326505
 0.11744044 0.10961108 0.10883516 0.10584288 0.09878699 0.09195142
 0.09163673 0.0914651  0.09116121 0.09035452 0.08757174 0.08734021
 0.08470133 0.0816345 ]","['房間', '地點', '聲音', '不錯', '描述', '有點', '照片', '隔音', '位置', '早餐', '格局', '浴室', '人員', '沒有', '味道', '態度', '入住', '乾淨', '服務', '吻合']","[0.54827127 0.14827565 0.13559949 0.12949095 0.12867917 0.12501208
 0.12277568 0.12266632 0.10887288 0.10695748 0.10673533 0.10563209
 0.09472036 0.09229918 0.08959429 0.08745202 0.08584379 0.08024905
 0.07776856 0.0772075 ]"
德立莊酒店 (Hotel Midtown Richardson)_房間,"['房間', '乾淨', '西門町', '環境', '舒適', '隔音', '交通', '飯店', '入住', '位置', '服務', '整潔', '酒店', '舒服', '西門', '整體', '錢櫃', '出口', '捷運站', '超棒']","[0.43163304 0.33278125 0.21170262 0.20260994 0.19224095 0.16310135
 0.15728805 0.14561792 0.13936896 0.12448364 0.11900698 0.10954085
 0.10602735 0.10592661 0.10522926 0.10079155 0.09971658 0.09722608
 0.094162   0.08891504]","['房間', '西門町', '地點', '酒店', '不錯', '隔音', '乾淨', '位置', '入住', '飯店', '聲音', '沒有', '舒適', '早餐', '出口', '環境', '整體', '浴室', '整潔', '聽到']","[0.52475548 0.21179913 0.17265636 0.1709393  0.16100895 0.15982975
 0.15439405 0.1519636  0.1281623  0.12669468 0.12330562 0.12144271
 0.1083467  0.10741506 0.1045972  0.09776897 0.09320022 0.09212174
 0.0920947  0.08564652]","['房間', '酒店', '浴室', '飯店', '沒有', '入住', '位置', '隔音', '地點', '電梯', '我們', '不錯', '人員', '服務', '客人', '西門町', '員工', '洗澡', '職員', '感覺']","[0.44892009 0.24051767 0.19804891 0.15383179 0.15136144 0.14880095
 0.14686734 0.143199   0.12450692 0.12184076 0.10751176 0.10637606
 0.10004429 0.09835147 0.09673706 0.09670171 0.08842337 0.0783173
 0.07768883 0.07605761]"
OwlStay Flip Flop Hostel Garden_房間,"['乾淨', '空間', '環境', '廚房', '公共', '舒適', '住宿', '早餐', '房間', '共用', '真的', '超棒', '交通', '地點', '床位', '整潔', '衛浴', '旅館', '青旅', '沒有']","[0.28080138 0.2532163  0.24462943 0.20808419 0.19145565 0.18990818
 0.18628127 0.17432826 0.17300467 0.14423887 0.12162658 0.12077462
 0.11869261 0.11524553 0.1096091  0.10746015 0.0925107  0.0925107
 0.09106907 0.09032767]","['房間', '早餐', '環境', '空間', '乾淨', '沒有', '廚房', '公共', '入住', '夾腳', '床位', '耳塞', '不錯', '單人房', '舒服', '廁所', '櫃子', '青年', '真的', '因為']","[0.23148339 0.19500172 0.17863528 0.16401667 0.15342057 0.13997128
 0.1304036  0.12215776 0.10754356 0.10606892 0.10157588 0.09957265
 0.09650417 0.09345554 0.09087505 0.09086826 0.08693574 0.08693574
 0.08654951 0.08421317]","['房間', '空間', '倉庫', '中山站', '四樓', '蚊子', '車聲', '閣樓', '改建', '衛浴', '可愛', '獨立', '隔音', '沒有', '公設', '外面', '那邊', '電梯', '馬路', '冷氣']","[0.21458415 0.15484786 0.14876414 0.14876414 0.14876414 0.1412895
 0.13694307 0.13694307 0.1285559  0.12245073 0.1220503  0.1220503
 0.11817731 0.1143276  0.11224068 0.11097714 0.10491377 0.10055107
 0.09906335 0.09674594]"
國聯大飯店 (United Hotel)_房間,"['房間', '舒適', '飯店', '服務', '地點', '浴缸', '乾淨', '舒服', '國父紀念館', '浴室', '升等', '住宿', '捷運站', '交通', '不錯', '行政房', '便利', '人員', '嬰兒', '幸運']","[0.41395622 0.29211559 0.28171022 0.21756649 0.16619058 0.1585942
 0.15802205 0.13115137 0.12002768 0.11715448 0.10544838 0.10315321
 0.10201205 0.09737186 0.09570311 0.09259689 0.09172778 0.09169174
 0.08592713 0.08404913]","['房間', '飯店', '舒適', '乾淨', '地點', '服務', '位置', '交通', '不錯', '人員', '浴室', '早餐', '入住', '捷運站', '老舊', '便利', '寬敞', '插座', '整體', '整潔']","[0.5393539  0.26412996 0.25022783 0.23116285 0.21312099 0.19989719
 0.17519261 0.14779977 0.12816661 0.12422051 0.11707214 0.1138909
 0.10524165 0.09691712 0.09316033 0.07836756 0.07507214 0.07477086
 0.07454437 0.07149367]","['房間', '飯店', '浴室', '入住', '老舊', '人員', '浴缸', '我們', '服務', '沒有', '地點', '乾淨', '位置', '冷氣', '有點', '設備', '交通', '空調', '發現', '早餐']","[0.45960496 0.24446943 0.17870856 0.16878162 0.16467767 0.15993873
 0.15544045 0.14430901 0.13364329 0.11937484 0.11775462 0.11705188
 0.11682046 0.1122411  0.1077893  0.10481077 0.09337274 0.09111848
 0.08759837 0.07172827]"
城市商旅站前館 (City Suites - Main station)_房間,"['房間', '乾淨', '舒適', '浴缸', '開幕', '商旅', '整潔', '潤髮乳', '廁所', '身體乳', '裝潢', '旅店', '入住', '軟硬', '台北', '飯店', '按摩', '超高', '整體', '服務']","[0.28161227 0.2445661  0.23909068 0.21241004 0.16535711 0.16093958
 0.15894236 0.15221754 0.14708705 0.14289487 0.14160669 0.14123023
 0.1386669  0.1297553  0.12770321 0.12073698 0.11661573 0.1049087
 0.10028382 0.09250585]","['房間', '浴缸', '舒適', '寧夏', '直行', '隔音', '軟硬度', '位置', '分鐘', '浴室', '不一定', '夜市', '舒服', '聽到', '乾淨', '空間', '整體', '提供', '想要', '整潔']","[0.32674992 0.22628358 0.18046708 0.16733722 0.13611033 0.13031726
 0.12777416 0.1269554  0.12399358 0.12399358 0.12130812 0.1175634
 0.11661317 0.1152781  0.11484269 0.10981062 0.10263698 0.10241674
 0.09846096 0.09843659]","['房間', '隔音', '乾淨', '浴缸', '商旅', '櫃枱', '大聲', '休息', '巷子', '流通', '面對', '缺點', '人員', '加強', '沙發', '飯店', '經過', '效果', '喜歡', '空氣']","[0.27262929 0.23422517 0.20430872 0.18213223 0.17328091 0.14155297
 0.13990396 0.13730047 0.12853679 0.12358827 0.12358827 0.11372737
 0.10765701 0.1061066  0.10371597 0.10312165 0.09912216 0.09705036
 0.0951042  0.0951042 ]"
薆悅酒店野柳渡假館 (Inhouse Hotel Yehliu)_房間,"['房間', '遊戲室', '親子', '設施', '小孩', '飯店', '遊樂', '遊戲區', '兒童', '乾淨', '公園', '適合', '地質', '海洋', '早餐', '家庭', '開心', '整潔', '舒適', '小朋友']","[0.26544666 0.2185092  0.21291374 0.20727027 0.20529152 0.19167364
 0.18024168 0.17330258 0.16502625 0.16426221 0.15449287 0.14087129
 0.13460635 0.13460635 0.13220855 0.12384849 0.12384849 0.11715128
 0.11214384 0.11210365]","['親子', '房間', '公園', '飯店', '野柳', '小孩', '地質', '兒童', '孩子', '遊戲室', '海洋', '遊戲區', '設施', '適合', '乾淨', '世界', '遊樂', '小朋友', '餐廳', '海景']","[0.29287248 0.26932367 0.25266143 0.24774077 0.2267176  0.22102075
 0.20055009 0.19659685 0.18746999 0.15385487 0.13951311 0.13079354
 0.12889211 0.1183893  0.11284484 0.09591526 0.09235045 0.0918895
 0.09122218 0.09068704]","['飯店', '小孩', '親子', '房間', '沒有', '設施', '兒童', '人員', '遊樂', '遊戲區', '餐廳', '小朋友', '入住', '隔音', '不錯', '遊戲', '友善', '空間', '因為', '選擇']","[0.29471572 0.25014891 0.23486496 0.20945129 0.16924921 0.16350073
 0.15922787 0.11413844 0.11393811 0.11393811 0.11162587 0.10510229
 0.10303327 0.10196984 0.09497913 0.09292206 0.09248339 0.0851444
 0.08429318 0.08362581]"
福容大飯店 - 福隆 (Fullon Hotel Fulong)_房間,"['度假', '適合', '飯店', '海灘', '沙灘', '房間', '渡假', '浴場', '舒適', '福容', '渡假村', '田園', '服務', '海水', '兒童', '下午', '設施', '去處', '活動', '親子']","[0.22613359 0.21063966 0.20699072 0.20534    0.18066516 0.1671211
 0.16188775 0.154005   0.13758732 0.13084024 0.12044344 0.12044344
 0.11711368 0.1130668  0.10967008 0.10267    0.09391624 0.0922732
 0.08957158 0.08489655]","['沙灘', '飯店', '房間', '設施', '浴場', '親子', '海邊', '海灘', '海水', '泡湯', '不錯', '度假', '服務', '沙子', '兒童', '空間', '小孩', '粵樓', '適合', '早餐']","[0.3755555  0.32398436 0.23667482 0.20092865 0.19088577 0.1588021
 0.15102163 0.14444442 0.13888348 0.13555963 0.12333556 0.11555554
 0.11155898 0.10166972 0.10101141 0.10025247 0.09824295 0.09544289
 0.094284   0.0913802 ]","['房間', '福隆', '沙灘', '飯店', '海灘', '美味', '晚餐', '服務', '兒童', '粵樓', '不錯', '冷水', '還是', '家庭', '位置', '火車站', '活動', '設施', '蚊子', '這麼']","[0.24474946 0.22621235 0.21636049 0.19093829 0.16227036 0.14583818
 0.14156826 0.13886421 0.13417936 0.11913503 0.11561007 0.10818024
 0.10748386 0.10284449 0.09720217 0.09180377 0.08945291 0.08845139
 0.08729033 0.08342405]"
"台北時代寓所 (Hotel Resonance Taipei, Tapestry Collection by Hilton)_房間","['房間', '飯店', '星巴克', '舒適', '入住', '環境', '乾淨', '住宿', '大廳', '服務', '整體', '舒服', '推薦', '設計', '放鬆', '寓所', '早餐', '超棒', '時代', '臥榻']","[0.26770227 0.25609277 0.23294537 0.18890889 0.18651737 0.16295236
 0.15766709 0.14612312 0.14464514 0.14356996 0.1400773  0.13630913
 0.12870725 0.12395057 0.11151475 0.1108871  0.10986283 0.10984147
 0.10527563 0.10265433]","['房間', '飯店', '星巴克', '入住', '舒適', '時代', '善導寺', '整體', '寓所', '住宿', '點數', '環境', '乾淨', '覺得', '浴室', '服務', '香氣', '不錯', '設計感', '人員']","[0.31190654 0.29428025 0.25770667 0.14490689 0.14470591 0.14291993
 0.12737716 0.12214149 0.11433594 0.11025212 0.10733335 0.10430232
 0.10336137 0.09895549 0.09547778 0.09409292 0.09315415 0.0910225
 0.09014163 0.08810112]","['加床', '過敏', '雙床房', '我們', '大人', '櫃檯', '環境', '晚上', '休息', '慢下來', '二宿', '黃黃', '心曠神怡', '時尚感', '簡潔', '清香', '到什麼', '酒水', '邊邊', '灰塵']","[0.50495963 0.27002668 0.18961321 0.18119901 0.15474231 0.14077766
 0.13589926 0.13123445 0.12261127 0.10970965 0.10970965 0.10970965
 0.10970965 0.10970965 0.10970965 0.10970965 0.10970965 0.10970965
 0.10970965 0.10593692]"
台北花園大酒店 (Taipei Garden Hotel)_房間,"['房間', '飯店', '乾淨', '糖果', '花園', '服務', '零食', '西門町', '智能', '住宿', '舒適', '舒服', '早餐', '管家', '浴缸', '入住', '整潔', '酒店', '設備', '聲控']","[0.41337303 0.21004729 0.20728221 0.18644669 0.18597105 0.17702665
 0.16930241 0.16443081 0.15049103 0.14836527 0.14495171 0.14430579
 0.12073495 0.1103393  0.10264772 0.10051673 0.09875484 0.0955873
 0.09141037 0.08827144]","['房間', '飯店', '舒適', '乾淨', '服務', '不錯', '入住', '智能', '早餐', '整潔', '浴室', '人員', '糖果', '西門町', '環境', '位置', '明亮', '空間', '小美犀', '樂福']","[0.46544947 0.23940995 0.23544927 0.21142383 0.20152626 0.16321404
 0.14146577 0.13743331 0.13680569 0.12973735 0.12105254 0.11341843
 0.1065877  0.09887492 0.08951687 0.08831018 0.07596705 0.07504419
 0.07484607 0.07484607]","['房間', '飯店', '酒店', '我們', '步行', '南門', '乾淨', '早餐', '舒適', '人員', '沒有', '智能', '分鐘', '不錯', '西門町', '辦法', '冰箱', '隔音', '選擇', '無法']","[0.3933697  0.26038519 0.19709539 0.18298095 0.17503929 0.16997517
 0.12666832 0.12278253 0.12141118 0.10679315 0.10406338 0.1019851
 0.09543414 0.09290623 0.08914894 0.08751965 0.08576461 0.08214242
 0.08180069 0.08180069]"
趣旅館 - 林森館 (Hotel Fun - Linsen)_房間,"['房間', '按摩椅', '早餐', '乾淨', '捷運站', '撞球', '寶雅', '二樓', '免費', '販賣機', '背包客', '提供', '入住', '住宿', '大廳', '地方', '座椅', '交誼廳', '隔音', '一樓']","[0.28031262 0.26850615 0.24196391 0.20244276 0.16802756 0.16380006
 0.16110369 0.13854862 0.11824338 0.11545718 0.1117029  0.10891813
 0.09947888 0.09691003 0.09257563 0.09100029 0.08759192 0.08759192
 0.08731395 0.0859102 ]","['按摩椅', '房間', '早餐', '乾淨', '不錯', '寶雅', '捷運站', '旅館', '舒適', '空間', '隔音', '沒有', '公共', '我們', '浴室', '便宜', '環境', '免費', '入住', '住宿']","[0.3948417  0.38804276 0.26370749 0.19811064 0.16313235 0.12736829
 0.12359847 0.12266026 0.1224684  0.11250995 0.11035892 0.10515997
 0.10012007 0.09574007 0.09528116 0.09283835 0.09226807 0.08832229
 0.0871094  0.08644828]","['房間', '沒有', '早餐', '住宿', '浴室', '隔音', '環境', '置物櫃', '寶雅', '空間', '按摩椅', '不錯', '真的', '乾淨', '椅子', '桌子', '旅店', '開關', '公共', '飯店']","[0.31047212 0.21942866 0.19777081 0.16507476 0.13849969 0.11794504
 0.11789394 0.10513379 0.10513379 0.09906636 0.0986948  0.09577462
 0.09289182 0.08903119 0.0883188  0.0883188  0.08638853 0.08638853
 0.08638853 0.08627925]"
台北老爺大酒店 (Hotel Royal Nikko Taipei)_設備,"['服務', '飯店', '度到', '聖誕節', '漫步', '濃厚', '設施', '幫住', '陳舊', '送進', '中山北路', '過節', '貼心', '經典', '字號', '列入', '中山站', '細緻', '泊車', '出入']","[0.40657617 0.24567406 0.18583818 0.17445638 0.17445638 0.17445638
 0.17388965 0.16562798 0.16562798 0.16562798 0.16562798 0.15841465
 0.15565575 0.15231586 0.15231586 0.15231586 0.14703285 0.14703285
 0.14703285 0.13820445]","['服務', '缺少', '相當', '飯店', '房間', '細節', '維護', '設施', '肥皂', '秉持', '配備', '置放', '置放欄', '構想', '縱向', '迷人', '設備', '確實', '廁間', '洗手乳']","[0.25377209 0.21348    0.20340032 0.19842119 0.17665694 0.14151694
 0.13950117 0.13910777 0.13491112 0.13491112 0.13491112 0.13491112
 0.13491112 0.13491112 0.13491112 0.13491112 0.13339082 0.13036394
 0.12664839 0.12664839]","['必須', '細緻度', '手套盒', '手套機', '手套', '太薄', '擠壓', '擠在', '熱水瓶', '燈座', '清淨機', '拔掉', '瓶裝水', '困擾', '裝水', '自動', '相對', '設置', '插頭', '不便']","[0.28830508 0.22397121 0.22397121 0.22397121 0.22397121 0.22397121
 0.22397121 0.22397121 0.22397121 0.21025393 0.19961399 0.19961399
 0.19961399 0.18357029 0.1715871  0.16656329 0.1620187  0.1620187
 0.15051959 0.15051959]"
台北凱達大飯店 (Caesar Metro Taipei)_設備,"['設備', '齊全', '設施', '不便', '置物', '服務', '飯店', '分鐘', '舒適', '環境', '人員', '捷運站', '耐性', '大排長龍', '進步', '乾淨', '空間', '新穎', '可惜', '富麗堂皇']","[0.3971586  0.31337042 0.25120342 0.18860368 0.18206205 0.16781304
 0.15210179 0.1399118  0.13143324 0.12697889 0.12376617 0.11802566
 0.11505619 0.11505619 0.11505619 0.11375963 0.11265947 0.11117822
 0.10975814 0.10800949]","['飯店', '設施', '房間', '設備', '停車塔', '新穎', '服務', '不錯', '乾淨', '人員', '沒有', '舒適', '浴室', '空間', '無法', '交通', '接聽', '電話', '整體', '捷運站']","[0.30461164 0.2376661  0.20121266 0.19817276 0.19713203 0.17949704
 0.15080713 0.13676815 0.13529071 0.13305742 0.13098773 0.11596347
 0.10955321 0.10780223 0.09749226 0.09299978 0.09213177 0.09081315
 0.09068381 0.08596907]","['飯店', '表現', '設施', '凸顯', '不及格', '設備', '加強', '員工', '有待', '吵雜', '硬體', '驗收', '鐵路', '大葉', '步驟', '嶄新', '性客群', '螺帽', '匯流', '粗枝']","[0.20010215 0.19830905 0.19608876 0.19186069 0.15044773 0.13858271
 0.13858271 0.11993521 0.11914102 0.11898543 0.11804737 0.11253707
 0.11253707 0.11253707 0.11253707 0.11253707 0.11253707 0.11253707
 0.11253707 0.11253707]"
